SPN ID,Project Folder,Sub folder,N in Group,N in condition,Group,Nick name,Paper,Paper 2022,Lead Researcher,Journal,Year,Regular,Less regular comparision,Original electrode cluster,Original Time window,Notes,Cluster 1,Cluster 2,Cluster 3,,ATT,W,W explantions,Original,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 1,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 2,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 3,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Left,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Right,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Early,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Late,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,,,SPN ID,Electrodes,Epoch,N particpants,N trials in design,N trials recorded,p included,Max ,Min,M components removed,Max,Min,,p included No ICA,Max,Min,,,,Project,Expeirment,Group,,,,,,,,,,,,,
132,19,N/A,,48,49,SPN priming old Rot,File Drawer,File Drawer,Makin ,,unpublished,RotRotRot,RandRandRand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,NaN,What do you consider element?,RotRotRot,19,132,-0.220341943,0.962322444,-0.228968933,48,0.5625,-1.586343302,0.119367336,0.138899281,0.27942931,-0.499771253,0.059087367,RotRotRot,19,132,-0.220341943,0.962322444,-0.228968933,48,0.5625,-1.586343302,0.119367336,0.138899281,0.27942931,-0.499771253,0.059087367,RotRotRot,19,132,-0.22426208,1.137989067,-0.197068748,48,0.5625,-1.365332334,0.178648256,0.164254574,0.33043758,-0.55469966,0.1061755,RotRotRot,19,132,-0.122585445,0.686618146,-0.178535108,48,0.604166667,-1.236927511,0.222258968,0.099104793,0.199373127,-0.321958572,0.076787682,RotRotRot,19,132,-0.14839587,1.11959755,-0.13254394,48,0.520833333,-0.918291352,0.363155026,0.161599987,0.32509724,-0.47349311,0.17670137,RotRotRot,19,132,-0.292288268,1.00260613,-0.291528507,48,0.6875,-2.019768743,0.049129045,0.14471373,0.291126473,-0.583414741,-0.001161795,RotRotRot,19,132,,,,,,,,,,,,RotRotRot,19,132,,,,,,,,,,,,,,132,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,19,N/A,,48,49,SPN priming old Rot,File Drawer,File Drawer,Makin ,,unpublished,RefRefRot,RandRandRand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,RefRefRot,19,133,-0.874582179,1.340959052,-0.652206477,48,0.770833333,-4.518619021,4.1932E-05,0.193550767,0.38937392,-1.2639561,-0.485208259,RefRefRot,19,133,-0.874582179,1.340959052,-0.652206477,48,0.770833333,-4.518619021,4.1932E-05,0.193550767,0.38937392,-1.2639561,-0.485208259,RefRefRot,19,133,-1.018651655,1.500194328,-0.679013136,48,0.708333333,-4.704341002,2.26856E-05,0.2165344,0.435611025,-1.45426268,-0.583040631,RefRefRot,19,133,-0.418808226,0.814139581,-0.51441821,48,0.729166667,-3.563993906,0.000850939,0.117510927,0.236401492,-0.655209718,-0.182406734,RefRefRot,19,133,-0.644090702,1.392294192,-0.462611067,48,0.6875,-3.205063489,0.002428235,0.200960357,0.404280091,-1.048370793,-0.239810611,RefRefRot,19,133,-1.105073827,1.452494132,-0.760811216,48,0.770833333,-5.271054726,3.34551E-06,0.20964947,0.421760332,-1.526834159,-0.683313496,RefRefRot,19,133,,,,,,,,,,,,RefRefRot,19,133,,,,,,,,,,,,,,133,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,19,N/A,,48,49,SPN priming old Rot,File Drawer,File Drawer,Makin ,,unpublished,RotRotRef,RandRandRand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,NaN,What do you consider element?,RotRotRef,19,134,-0.302517526,1.049311629,-0.288300937,48,0.5625,-1.997407483,0.051588181,0.151455088,0.304688336,-0.607205862,0.00217081,RotRotRef,19,134,-0.302517526,1.049311629,-0.288300937,48,0.5625,-1.997407483,0.051588181,0.151455088,0.304688336,-0.607205862,0.00217081,RotRotRef,19,134,-0.306891311,1.192706999,-0.25730654,48,0.645833333,-1.782672002,0.081099332,0.172152427,0.346326012,-0.653217323,0.0394347,RotRotRef,19,134,-0.160861176,0.638880159,-0.25178615,48,0.541666667,-1.744425621,0.087621846,0.092214408,0.185511461,-0.346372636,0.024650285,RotRotRef,19,134,-0.321701648,0.987653592,-0.325723159,48,0.625,-2.256676245,0.028718521,0.142555517,0.286784709,-0.608486357,-0.03491694,RotRotRef,19,134,-0.283333758,1.338202267,-0.211727154,48,0.520833333,-1.466888754,0.149066139,0.19315286,0.388573433,-0.671907191,0.105239676,RotRotRef,19,134,,,,,,,,,,,,RotRotRef,19,134,,,,,,,,,,,,,,134,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,19,N/A,,48,49,SPN priming old Rot,File Drawer,File Drawer,Makin ,,unpublished,RandRandRef,RandRandRand,PO7 O1 O2 PO8,1650-2000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,RandRandRef,19,135,-0.691531111,1.871733465,-0.369460248,48,0.625,-2.559695686,0.013752777,0.270161455,0.543494744,-1.235025855,-0.148036367,RandRandRef,19,135,-0.691531111,1.871733465,-0.369460248,48,0.625,-2.559695686,0.013752777,0.270161455,0.543494744,-1.235025855,-0.148036367,RandRandRef,19,135,-0.784563424,2.117554113,-0.370504545,48,0.625,-2.566930787,0.013504352,0.305642609,0.61487362,-1.399437043,-0.169689804,RandRandRef,19,135,-0.171944276,1.159733909,-0.148261834,48,0.604166667,-1.027188114,0.309589513,0.167393171,0.336751624,-0.5086959,0.164807348,RandRandRef,19,135,-0.824905242,1.919104095,-0.429838717,48,0.645833333,-2.978009987,0.004577033,0.276998816,0.557249741,-1.382154983,-0.2676555,RandRandRef,19,135,-0.558157412,2.151744296,-0.259397649,48,0.583333333,-1.797159632,0.078737189,0.310577537,0.624801414,-1.182958826,0.066644002,RandRandRef,19,135,,,,,,,,,,,,RandRandRef,19,135,,,,,,,,,,,,,,135,PO7 O1 O2 PO8,1650-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,19,N/A,,48,49,SPN priming old Rot,File Drawer,File Drawer,Makin ,,unpublished,RandRandRot,RandRandRand,PO7 O1 O2 PO8,1650-2000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,NaN,What do you consider element?,RandRandRot,19,136,-0.329246648,1.62856234,-0.202170123,48,0.5625,-1.400675697,0.16787893,0.235062726,0.47288521,-0.802131858,0.143638562,RandRandRot,19,136,-0.329246648,1.62856234,-0.202170123,48,0.5625,-1.400675697,0.16787893,0.235062726,0.47288521,-0.802131858,0.143638562,RandRandRot,19,136,-0.463414207,1.625440977,-0.285100606,48,0.541666667,-1.975234937,0.054130817,0.234612196,0.471978861,-0.935393068,0.008564653,RandRandRot,19,136,-0.2292697,1.108774884,-0.206777501,48,0.645833333,-1.43259655,0.158591244,0.160037869,0.321954666,-0.551224365,0.092684966,RandRandRot,19,136,-0.265567071,1.687946986,-0.157331405,48,0.479166667,-1.090023947,0.281259753,0.243634162,0.490128714,-0.755695784,0.224561643,RandRandRot,19,136,-0.392926501,2.002058701,-0.196261229,48,0.645833333,-1.35973768,0.180400585,0.288972283,0.581337248,-0.974263749,0.188410747,RandRandRot,19,136,,,,,,,,,,,,RandRandRot,19,136,,,,,,,,,,,,,,136,PO7 O1 O2 PO8,1650-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,20,N/A,22,22,50,SPN priming black to white Ident,File Drawer,File Drawer,Makin ,,unpublished,Ref BBB,RandBBB,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsBlack,20,137,-1.074112717,1.224608872,-0.877106758,22,0.818181818,-4.11399536,0.000494747,0.261087489,0.542961156,-1.617073874,-0.531151561,RefsBlack,20,137,-1.074112717,1.224608872,-0.877106758,22,0.818181818,-4.11399536,0.000494747,0.261087489,0.542961156,-1.617073874,-0.531151561,RefsBlack,20,137,-1.321746886,1.612334223,-0.81977227,22,0.863636364,-3.845072776,0.000940382,0.343750811,0.714868946,-2.036615833,-0.60687794,RefsBlack,20,137,-0.671794285,0.668285202,-1.005250875,22,0.818181818,-4.715044549,0.000117774,0.142478884,0.29630106,-0.968095344,-0.375493225,RefsBlack,20,137,-0.694946192,1.590268118,-0.436999386,22,0.727272727,-2.049708809,0.053087949,0.339046302,0.705085383,-1.400031575,0.010139192,RefsBlack,20,137,-1.453279464,1.604798697,-0.905583651,22,0.863636364,-4.247563829,0.000359458,0.342144232,0.711527881,-2.164807345,-0.741751582,RefsBlack,20,137,,,,,,,,,,,,RefsBlack,20,137,,,,,,,,,,,,,,137,PO7 O1 O2 PO8,250-600,22,480,10560,0.859,0.994,0.575,11.273,19,5,,0.541,0.927,0.298,,,,20,N/A,50,,,,,,,,,,,,,
138,20,N/A,,22,50,SPN priming black to white Ident,File Drawer,File Drawer,Makin ,,unpublished,Ref WWW,RandWWW,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsWhite,20,138,-0.914603208,1.357767373,-0.673608179,22,0.727272727,-3.159502421,0.004726897,0.289476977,0.602000328,-1.516603537,-0.31260288,RefsWhite,20,138,-0.914603208,1.357767373,-0.673608179,22,0.727272727,-3.159502421,0.004726897,0.289476977,0.602000328,-1.516603537,-0.31260288,RefsWhite,20,138,-0.881529819,1.451733532,-0.607225637,22,0.772727273,-2.848140698,0.009629244,0.309510629,0.643662589,-1.525192408,-0.23786723,RefsWhite,20,138,-0.355116885,0.851650347,-0.416974978,22,0.681818182,-1.95578601,0.063925067,0.181572464,0.37760061,-0.732717495,0.022483725,RefsWhite,20,138,-0.452312421,1.33724693,-0.33824151,22,0.681818182,-1.586493311,0.127571378,0.285102003,0.592902074,-1.045214495,0.140589652,RefsWhite,20,138,-1.376893702,1.904293324,-0.723047067,22,0.681818182,-3.391391357,0.002753125,0.405996701,0.84431636,-2.221210062,-0.532577342,RefsWhite,20,138,,,,,,,,,,,,RefsWhite,20,138,,,,,,,,,,,,,,138,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,20,N/A,,22,50,SPN priming black to white Ident,File Drawer,File Drawer,Makin ,,unpublished,Ref BWB,RandBWB,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsBWB,20,139,-1.439990835,1.747350855,-0.824099425,22,0.772727273,-3.865368933,0.000895964,0.372536454,0.774731967,-2.214722803,-0.665258868,RefsBWB,20,139,-1.439990835,1.747350855,-0.824099425,22,0.772727273,-3.865368933,0.000895964,0.372536454,0.774731967,-2.214722803,-0.665258868,RefsBWB,20,139,-1.635282861,1.991494684,-0.82113343,22,0.772727273,-3.851457183,0.000926179,0.424588093,0.882979277,-2.518262138,-0.752303584,RefsBWB,20,139,-0.878203684,1.12513569,-0.780531355,22,0.727272727,-3.661016568,0.001456875,0.239879735,0.498857218,-1.377060902,-0.379346466,RefsBWB,20,139,-1.284858253,1.554751182,-0.826407638,22,0.772727273,-3.876195411,0.000873128,0.331474066,0.689338056,-1.974196309,-0.595520196,RefsBWB,20,139,-1.595123561,2.210962495,-0.721461158,22,0.727272727,-3.383952785,0.002801592,0.471378788,0.980285853,-2.575409414,-0.614837708,RefsBWB,20,139,,,,,,,,,,,,RefsBWB,20,139,,,,,,,,,,,,,,139,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,20,N/A,,22,50,SPN priming black to white Ident,File Drawer,File Drawer,Makin ,,unpublished,Ref WBW,RandWBW,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsWBW,20,140,-0.859427446,1.779757231,-0.482890268,22,0.772727273,-2.264956121,0.03421653,0.379445517,0.78910015,-1.648527595,-0.070327296,RefsWBW,20,140,-0.859427446,1.779757231,-0.482890268,22,0.772727273,-2.264956121,0.03421653,0.379445517,0.78910015,-1.648527595,-0.070327296,RefsWBW,20,140,-0.739460867,1.741416783,-0.424631756,22,0.727272727,-1.991699481,0.059568563,0.371271306,0.772100947,-1.511561814,0.03264008,RefsWBW,20,140,-0.388900714,0.991738473,-0.392140392,22,0.681818182,-1.839301477,0.080053302,0.211439353,0.439712206,-0.82861292,0.050811492,RefsWBW,20,140,-0.773850542,1.723366174,-0.449034311,22,0.590909091,-2.106157609,0.047395398,0.367422903,0.764097755,-1.537948298,-0.009752787,RefsWBW,20,140,-0.945004616,2.270914396,-0.416133967,22,0.727272727,-1.951841317,0.064420381,0.484160576,1.006867037,-1.951871653,0.06186242,RefsWBW,20,140,,,,,,,,,,,,RefsWBW,20,140,,,,,,,,,,,,,,140,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,21,N/A,24,24,51,SPN priming Glass to Ref,File Drawer,File Drawer,Makin ,,unpublished,GlassGlassGlass,Rand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.490000,(p-1)/(2p) ,GlassGlassGlass,21,141,-0.18038381,0.725215922,-0.248731177,24,0.666666667,-1.218528932,0.235374795,0.14803408,0.306231827,-0.486615636,0.125848017,GlassGlassGlass,21,141,-0.18038381,0.725215922,-0.248731177,24,0.666666667,-1.218528932,0.235374795,0.14803408,0.306231827,-0.486615636,0.125848017,GlassGlassGlass,21,141,-0.164661887,0.899922129,-0.182973483,24,0.583333333,-0.896383342,0.37933471,0.183695835,0.380003788,-0.544665674,0.215341901,GlassGlassGlass,21,141,-0.060266632,0.57696153,-0.1044552,24,0.583333333,-0.511723883,0.613722615,0.117771779,0.243629487,-0.303896119,0.183362855,GlassGlassGlass,21,141,-0.243374967,0.9455431,-0.257391722,24,0.583333333,-1.260956765,0.219965729,0.193008177,0.399267834,-0.642642801,0.155892868,GlassGlassGlass,21,141,-0.117392883,0.978303189,-0.119996422,24,0.583333333,-0.587860012,0.562354319,0.199695302,0.413101207,-0.530494089,0.295708324,GlassGlassGlass,21,141,,,,,,,,,,,,GlassGlassGlass,21,141,,,,,,,,,,,,,,141,PO7 O1 O2 PO8,250-600,24,480,11520,0.916,1.000,0.640,9.417,16,2,,0.726,0.965,0.288,,,,21,N/A,51,,,,,,,,,,,,,
142,21,N/A,,24,51,SPN priming Glass to Ref,File Drawer,File Drawer,Makin ,,unpublished,RefRefRef,Rand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,RefRefRef,21,142,-0.876733704,1.015202496,-0.863604756,24,0.75,-4.230781984,0.000316781,0.207227342,0.428682418,-1.305416121,-0.448051286,RefRefRef,21,142,-0.876733704,1.015202496,-0.863604756,24,0.75,-4.230781984,0.000316781,0.207227342,0.428682418,-1.305416121,-0.448051286,RefRefRef,21,142,-0.908923472,1.102616865,-0.824333003,24,0.791666667,-4.03839047,0.00051137,0.225070725,0.465594269,-1.37451774,-0.443329203,RefRefRef,21,142,-0.511546145,0.769339196,-0.664916266,24,0.75,-3.257411145,0.003467616,0.157040706,0.324863451,-0.836409596,-0.186682694,RefRefRef,21,142,-0.944129172,1.422000115,-0.663944512,24,0.75,-3.252650542,0.003507453,0.290264558,0.600457987,-1.544587159,-0.343671185,RefRefRef,21,142,-0.809338102,0.94516096,-0.856296585,24,0.791666667,-4.194979401,0.00034634,0.192930173,0.399106471,-1.208444573,-0.410231631,RefRefRef,21,142,,,,,,,,,,,,RefRefRef,21,142,,,,,,,,,,,,,,142,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,21,N/A,,24,51,SPN priming Glass to Ref,File Drawer,File Drawer,Makin ,,unpublished,RefGlassRef,Rand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,RefGlassRef,21,143,-1.191068323,1.120561082,-1.062921372,24,0.833333333,-5.207229998,2.79395E-05,0.228733573,0.473171446,-1.664239769,-0.717896876,RefGlassRef,21,143,-1.191068323,1.120561082,-1.062921372,24,0.833333333,-5.207229998,2.79395E-05,0.228733573,0.473171446,-1.664239769,-0.717896876,RefGlassRef,21,143,-1.40077709,1.264352782,-1.107900508,24,0.958333333,-5.427581861,1.62528E-05,0.258084931,0.533889356,-1.934666446,-0.866887733,RefGlassRef,21,143,-0.691180995,0.788478229,-0.876601242,24,0.875,-4.294451501,0.000270289,0.160947444,0.332945156,-1.02412615,-0.358235839,RefGlassRef,21,143,-1.208768043,1.261057231,-0.958535436,24,0.875,-4.695845435,9.93404E-05,0.257412229,0.532497767,-1.74126581,-0.676270275,RefGlassRef,21,143,-1.173368544,1.223240967,-0.959229273,24,0.791666667,-4.699244532,9.85029E-05,0.249693017,0.516529359,-1.689897903,-0.656839184,RefGlassRef,21,143,,,,,,,,,,,,RefGlassRef,21,143,,,,,,,,,,,,,,143,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,21,N/A,,24,51,SPN priming Glass to Ref,File Drawer,File Drawer,Makin ,,unpublished,GlassRefGlass,Rand,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.490000,(p-1)/(2p) ,GlassRefGlass,21,144,-0.587726697,0.911349189,-0.644897372,24,0.708333333,-3.159338994,0.004383928,0.186028374,0.384829012,-0.972555709,-0.202897685,GlassRefGlass,21,144,-0.587726697,0.911349189,-0.644897372,24,0.708333333,-3.159338994,0.004383928,0.186028374,0.384829012,-0.972555709,-0.202897685,GlassRefGlass,21,144,-0.593484309,0.836221532,-0.709721391,24,0.75,-3.476910536,0.002039607,0.170693005,0.353105385,-0.946589693,-0.240378924,GlassRefGlass,21,144,-0.3378693,0.578596705,-0.583946118,24,0.666666667,-2.860740052,0.008841005,0.118105558,0.244319961,-0.582189261,-0.093549339,GlassRefGlass,21,144,-0.653966238,1.375409677,-0.475470145,24,0.708333333,-2.329318485,0.028984256,0.280754325,0.58078457,-1.234750809,-0.073181668,GlassRefGlass,21,144,-0.521487253,0.719937379,-0.724350851,24,0.75,-3.548579959,0.001712498,0.146956602,0.304002893,-0.825490147,-0.21748436,GlassRefGlass,21,144,,,,,,,,,,,,GlassRefGlass,21,144,,,,,,,,,,,,,,144,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,22,N/A,22,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,AS20,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,Assume AS = S,AS,22,145,-1.065130326,1.147354373,-0.928335962,22,0.863636364,-4.354281629,0.000278497,0.244616774,0.50870843,-1.573838757,-0.556421896,AS,22,145,-1.052571346,1.255943226,-0.838072394,22,0.772727273,-3.930907963,0.000766271,0.267767996,0.556854031,-1.609425377,-0.495717315,AS,22,145,-1.065130326,1.147354373,-0.928335962,22,0.863636364,-4.354281629,0.000278497,0.244616774,0.50870843,-1.573838757,-0.556421896,AS,22,145,-0.666001352,0.851939564,-0.781747181,22,0.772727273,-3.666719298,0.001437295,0.181634125,0.377728842,-1.043730194,-0.288272511,AS,22,145,-0.995669754,1.892511956,-0.526110153,22,0.681818182,-2.467675353,0.022277592,0.403484905,0.839092794,-1.834762548,-0.156576961,AS,22,145,-1.10947274,1.110143672,-0.999395636,22,0.863636364,-4.68758104,0.000125727,0.236683426,0.49221013,-1.60168287,-0.617262611,AS,22,145,-0.801228189,1.215507055,-0.659171977,22,0.818181818,-3.09179063,0.005526529,0.259146975,0.538925637,-1.340153825,-0.262302552,AS,22,145,-1.175339586,1.3489755,-0.871283123,22,0.863636364,-4.086680092,0.000528139,0.287602543,0.59810223,-1.773441816,-0.577237356,,,145,PO7 PO8,300-1000,22,720,15840,0.902,0.992,0.547,11.364,18,4,,0.611,0.950,0.111,,,,22,N/A,52,,,,,,,,,,,,,
146,22,N/A,,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,S20,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,S,22,146,-1.428238944,1.522404676,-0.938146714,22,0.863636364,-4.400298133,0.00024949,0.324577767,0.674996419,-2.103235363,-0.753242525,S,22,146,-1.279982075,1.382554811,-0.925809281,22,0.909090909,-4.342430442,0.000286501,0.294761676,0.612990463,-1.892972538,-0.666991613,S,22,146,-1.428238944,1.522404676,-0.938146714,22,0.863636364,-4.400298133,0.00024949,0.324577767,0.674996419,-2.103235363,-0.753242525,S,22,146,-0.855282445,1.040339803,-0.822118353,22,0.727272727,-3.856076878,0.000916035,0.221801191,0.461260828,-1.316543273,-0.394021617,S,22,146,-1.038818539,1.443181506,-0.719811427,22,0.772727273,-3.376214861,0.002852894,0.307687331,0.639870833,-1.678689373,-0.398947706,S,22,146,-1.521145266,1.708886078,-0.890138486,22,0.818181818,-4.175119582,0.000427463,0.364335736,0.757677641,-2.278822907,-0.763467625,S,22,146,-1.328948407,1.420919031,-0.935273845,22,0.863636364,-4.386823184,0.000257655,0.302940955,0.630000205,-1.958948611,-0.698948202,S,22,146,-1.563928896,1.631984233,-0.958299023,22,0.909090909,-4.49482084,0.000199066,0.347940208,0.723581273,-2.287510169,-0.840347623,,,146,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,22,N/A,,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,AS40,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,Assume AS = S,AS,22,147,-0.400590101,1.460523546,-0.274278427,22,0.590909091,-1.286479859,0.212278183,0.311384666,0.647559863,-1.048149964,0.246969761,AS,22,147,-0.438201909,1.461093695,-0.299913627,22,0.636363636,-1.406719601,0.174137793,0.311506222,0.647812653,-1.086014562,0.209610744,AS,22,147,-0.400590101,1.460523546,-0.274278427,22,0.590909091,-1.286479859,0.212278183,0.311384666,0.647559863,-1.048149964,0.246969761,AS,22,147,-0.1731029,0.895240526,-0.193359098,22,0.590909091,-0.90693456,0.374731145,0.190865921,0.396927413,-0.570030313,0.223824512,AS,22,147,-0.216988145,1.655224846,-0.131092851,22,0.545454545,-0.614879976,0.545239716,0.352895123,0.733885583,-0.950873728,0.516897439,AS,22,147,-0.659415556,1.62212854,-0.406512517,22,0.590909091,-1.906712717,0.070333013,0.345838967,0.719211503,-1.37862706,0.059795947,AS,22,147,-0.289920039,1.380715023,-0.209978188,22,0.545454545,-0.984885003,0.335892717,0.294369432,0.612174746,-0.902094785,0.322254707,AS,22,147,-0.519148248,1.736518182,-0.298959293,22,0.590909091,-1.402243379,0.175452385,0.37022692,0.769929029,-1.289077277,0.250780781,,,147,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,22,N/A,,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,S40,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,S,22,148,-0.849473805,1.295731169,-0.655594174,22,0.818181818,-3.075009246,0.005744092,0.276250813,0.574495016,-1.423968822,-0.274978789,S,22,148,-0.687231032,1.002773597,-0.685330203,22,0.681818182,-3.214483583,0.004161229,0.213792049,0.444604905,-1.131835938,-0.242626127,S,22,148,-0.849473805,1.295731169,-0.655594174,22,0.818181818,-3.075009246,0.005744092,0.276250813,0.574495016,-1.423968822,-0.274978789,S,22,148,-0.296046366,0.580499243,-0.509985792,22,0.636363636,-2.392045396,0.02618793,0.123762855,0.257378946,-0.553425312,-0.038667421,S,22,148,-0.465481562,1.045381988,-0.445274136,22,0.727272727,-2.088520826,0.049111992,0.222876189,0.463496408,-0.928977969,-0.001985154,S,22,148,-0.908980884,1.188295958,-0.764944859,22,0.772727273,-3.587909424,0.001732435,0.253345549,0.526860912,-1.435841797,-0.382119972,S,22,148,-1.270219363,1.051768668,-1.207698425,22,0.909090909,-5.664607726,1.27118E-05,0.224237833,0.466328103,-1.736547466,-0.803891261,S,22,148,-0.788331346,1.50059752,-0.525344961,22,0.681818182,-2.464086285,0.022450149,0.319928466,0.665327668,-1.453659014,-0.123003678,,,148,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
